model,accuracy,precision,recall,f1_score,roc_auc
logistic_regression_optimized,0.728500355366027,0.49335548172757476,0.7941176470588235,0.6086065573770492,0.8352017124723691
random_forest_optimized,0.759772565742715,0.5348837209302325,0.7379679144385026,0.6202247191011236,0.8318911741410459
xgboost_optimized,0.7974413646055437,0.6421725239616614,0.5374331550802139,0.5851528384279476,0.8403512949666357
